section,gender,type,count
131203008,H,worker_3rd_sector,96.0
131203008,H,autonomous_or_employer,10.0
131203008,H,students_age_10_14,6.0
131203008,H,students_age_15_19,6.0
131203008,H,students_age_20_24,8.0
131203008,H,housestay,0.0
131203008,H,reformed,96.0
131203008,H,children_under_10,20.0
131203008,H,undemployed,41.0
131203024,M,worker_1st_sector,0.0
131203024,M,worker_2nd_sector,8.0
131203024,M,worker_3rd_sector,140.0
131203024,M,autonomous_or_employer,16.0
131203024,M,students_age_10_14,6.0
131203024,M,students_age_15_19,2.0
131203024,M,students_age_20_24,6.0
131203024,M,housestay,4.0
131203024,M,reformed,118.0
131203024,M,children_under_10,22.0
131203024,M,undemployed,33.0
131203024,H,worker_1st_sector,0.0
131203024,H,worker_2nd_sector,24.0
131203024,H,worker_3rd_sector,109.0
131203024,H,autonomous_or_employer,11.0
131203024,H,students_age_10_14,7.0
131203024,H,students_age_15_19,9.0
131203024,H,students_age_20_24,9.0
131203024,H,housestay,4.0
131203024,H,reformed,58.0
131203024,H,children_under_10,33.0
131203024,H,undemployed,32.0
131217048,M,worker_1st_sector,0.0
131217048,M,worker_2nd_sector,15.0
131217048,M,worker_3rd_sector,197.0
131217048,M,autonomous_or_employer,19.0
131217048,M,students_age_10_14,8.0
131217048,M,students_age_15_19,10.0
131217048,M,students_age_20_24,13.0
131217048,M,housestay,19.0
131217048,M,reformed,128.0
131217048,M,children_under_10,37.0
131217048,M,undemployed,66.0
131217048,H,worker_1st_sector,3.0
131217048,H,worker_2nd_sector,36.0
131217048,H,worker_3rd_sector,148.0
131217048,H,autonomous_or_employer,26.0
131217048,H,students_age_10_14,7.0
131217048,H,students_age_15_19,4.0
131217048,H,students_age_20_24,8.0
131217048,H,housestay,1.0
131217048,H,reformed,92.0
131217048,H,children_under_10,41.0
131217048,H,undemployed,56.0
131210020,M,worker_1st_sector,0.0
131210020,M,worker_2nd_sector,12.0
131210020,M,worker_3rd_sector,128.0
131210020,M,autonomous_or_employer,24.0
131210020,M,students_age_10_14,5.0
131210020,M,students_age_15_19,9.0
131210020,M,students_age_20_24,11.0
131210020,M,housestay,15.0
131210020,M,reformed,105.0
131210020,M,children_under_10,17.0
131210020,M,undemployed,46.0
131210020,H,worker_1st_sector,0.0
131210020,H,worker_2nd_sector,36.0
131210020,H,worker_3rd_sector,113.0
131210020,H,autonomous_or_employer,12.0
131210020,H,students_age_10_14,8.0
131210020,H,students_age_15_19,4.0
131210020,H,students_age_20_24,9.0
131210020,H,housestay,3.0
131210020,H,reformed,76.0
131210020,H,children_under_10,20.0
131210020,H,undemployed,44.0
131210050,M,worker_1st_sector,0.0
131210050,M,worker_2nd_sector,15.0
131210050,M,worker_3rd_sector,199.0
131210050,M,autonomous_or_employer,21.0
131210050,M,students_age_10_14,8.0
131210050,M,students_age_15_19,17.0
131210050,M,students_age_20_24,19.0
131210050,M,housestay,22.0
131210050,M,reformed,157.0
131210050,M,children_under_10,27.0
131210050,M,undemployed,41.0
131210050,H,worker_1st_sector,2.0
131210050,H,worker_2nd_sector,47.0
131210050,H,worker_3rd_sector,140.0
131210050,H,autonomous_or_employer,23.0
131210050,H,students_age_10_14,4.0
131210050,H,students_age_15_19,8.0
131210050,H,students_age_20_24,10.0
131210050,H,housestay,1.0
131210050,H,reformed,87.0
131210050,H,children_under_10,45.0
131210050,H,undemployed,43.0
131218024,M,worker_1st_sector,1.0
131218024,M,worker_2nd_sector,4.0
131218024,M,worker_3rd_sector,150.0
131218024,M,autonomous_or_employer,23.0
131218024,M,students_age_10_14,5.0
131218024,M,students_age_15_19,6.0
131218024,M,students_age_20_24,9.0
131218024,M,housestay,15.0
131218024,M,reformed,154.0
131218024,M,children_under_10,28.0
131218024,M,undemployed,39.0
131218024,H,worker_1st_sector,2.0
131218024,H,worker_2nd_sector,30.0
131218024,H,worker_3rd_sector,133.0
131218024,H,autonomous_or_employer,22.0
131218024,H,students_age_10_14,6.0
131218024,H,students_age_15_19,5.0
131218024,H,students_age_20_24,5.0
131218024,H,housestay,2.0
131218024,H,reformed,100.0
131218024,H,children_under_10,28.0
131218024,H,undemployed,40.0
131203006,M,worker_1st_sector,0.0
131203006,M,worker_2nd_sector,16.0
131203006,M,worker_3rd_sector,119.0
131203006,M,autonomous_or_employer,33.0
131203006,M,students_age_10_14,5.0
131203006,M,students_age_15_19,9.0
131203006,M,students_age_20_24,9.0
131203006,M,housestay,14.0
131203006,M,reformed,129.0
131203006,M,children_under_10,26.0
131203006,M,undemployed,50.0
131203006,H,worker_1st_sector,1.0
131203006,H,worker_2nd_sector,31.0
131203006,H,worker_3rd_sector,114.0
131203006,H,autonomous_or_employer,23.0
131203006,H,students_age_10_14,5.0
131203006,H,students_age_15_19,4.0
131203006,H,students_age_20_24,5.0
131203006,H,housestay,1.0
131203006,H,reformed,101.0
131203006,H,children_under_10,29.0
131203006,H,undemployed,46.0
131203019,M,worker_1st_sector,1.0
131203019,M,worker_2nd_sector,12.0
131203019,M,worker_3rd_sector,120.0
131203019,M,autonomous_or_employer,36.0
131203019,M,students_age_10_14,7.0
131203019,M,students_age_15_19,3.0
131203019,M,students_age_20_24,10.0
131203019,M,housestay,20.0
131203019,M,reformed,183.0
131203019,M,children_under_10,27.0
131203019,M,undemployed,66.0
131203019,H,worker_1st_sector,2.0
131203019,H,worker_2nd_sector,47.0
131203019,H,worker_3rd_sector,109.0
131203019,H,autonomous_or_employer,36.0
131203019,H,students_age_10_14,5.0
131203019,H,students_age_15_19,9.0
131203019,H,students_age_20_24,9.0
131203019,H,housestay,2.0
131203019,H,reformed,147.0
131203019,H,children_under_10,26.0
131203019,H,undemployed,47.0
131211028,M,worker_1st_sector,0.0
131211028,M,worker_2nd_sector,5.0
131211028,M,worker_3rd_sector,203.0
131211028,M,autonomous_or_employer,26.0
131211028,M,students_age_10_14,9.0
131211028,M,students_age_15_19,7.0
131211028,M,students_age_20_24,11.0
131211028,M,housestay,22.0
131211028,M,reformed,195.0
131211028,M,children_under_10,48.0
131211028,M,undemployed,86.0
131211028,H,worker_1st_sector,1.0
131211028,H,worker_2nd_sector,35.0
131211028,H,worker_3rd_sector,187.0
131211028,H,autonomous_or_employer,42.0
131211028,H,students_age_10_14,6.0
131211028,H,students_age_15_19,3.0
131211028,H,students_age_20_24,7.0
131211028,H,housestay,1.0
131211028,H,reformed,127.0
131211028,H,children_under_10,45.0
131211028,H,undemployed,68.0
131211031,M,worker_1st_sector,0.0
131211031,M,worker_2nd_sector,26.0
131211031,M,worker_3rd_sector,306.0
131211031,M,autonomous_or_employer,29.0
131211031,M,students_age_10_14,13.0
131211031,M,students_age_15_19,9.0
131211031,M,students_age_20_24,11.0
131211031,M,housestay,21.0
131211031,M,reformed,112.0
131211031,M,children_under_10,43.0
131211031,M,undemployed,72.0
131211031,H,worker_1st_sector,0.0
131211031,H,worker_2nd_sector,49.0
131211031,H,worker_3rd_sector,238.0
131211031,H,autonomous_or_employer,22.0
131211031,H,students_age_10_14,20.0
131211031,H,students_age_15_19,15.0
131211031,H,students_age_20_24,18.0
131211031,H,housestay,1.0
131211031,H,reformed,94.0
131211031,H,children_under_10,56.0
131211031,H,undemployed,62.0
131217025,M,worker_1st_sector,1.0
131217025,M,worker_2nd_sector,10.0
131217025,M,worker_3rd_sector,167.0
131217025,M,autonomous_or_employer,30.0
131217025,M,students_age_10_14,9.0
131217025,M,students_age_15_19,12.0
131217025,M,students_age_20_24,10.0
131217025,M,housestay,19.0
131217025,M,reformed,195.0
131217025,M,children_under_10,20.0
131217025,M,undemployed,48.0
131217025,H,worker_1st_sector,0.0
131217025,H,worker_2nd_sector,47.0
131217025,H,worker_3rd_sector,153.0
131217025,H,autonomous_or_employer,23.0
131217025,H,students_age_10_14,6.0
131217025,H,students_age_15_19,7.0
131217025,H,students_age_20_24,7.0
131217025,H,housestay,2.0
131217025,H,reformed,123.0
131217025,H,children_under_10,29.0
131217025,H,undemployed,34.0
131217006,M,worker_1st_sector,0.0
131217006,M,worker_2nd_sector,17.0
131217006,M,worker_3rd_sector,197.0
131217006,M,autonomous_or_employer,20.0
131217006,M,students_age_10_14,6.0
131217006,M,students_age_15_19,9.0
131217006,M,students_age_20_24,15.0
131217006,M,housestay,21.0
131217006,M,reformed,120.0
131217006,M,children_under_10,29.0
131217006,M,undemployed,43.0
131217006,H,worker_1st_sector,0.0
131217006,H,worker_2nd_sector,40.0
131217006,H,worker_3rd_sector,169.0
131217006,H,autonomous_or_employer,21.0
131217006,H,students_age_10_14,4.0
131217006,H,students_age_15_19,7.0
131217006,H,students_age_20_24,8.0
131217006,H,housestay,0.0
131217006,H,reformed,73.0
131217006,H,children_under_10,28.0
131217006,H,undemployed,53.0
131210027,M,worker_1st_sector,1.0
131210027,M,worker_2nd_sector,18.0
131210027,M,worker_3rd_sector,247.0
131210027,M,autonomous_or_employer,16.0
131210027,M,students_age_10_14,9.0
131210027,M,students_age_15_19,6.0
131210027,M,students_age_20_24,11.0
131210027,M,housestay,5.0
131210027,M,reformed,45.0
131210027,M,children_under_10,74.0
131210027,M,undemployed,39.0
131210027,H,worker_1st_sector,1.0
131210027,H,worker_2nd_sector,37.0
131210027,H,worker_3rd_sector,200.0
131210027,H,autonomous_or_employer,12.0
131210027,H,students_age_10_14,14.0
131210027,H,students_age_15_19,8.0
131210027,H,students_age_20_24,10.0
131210027,H,housestay,3.0
131210027,H,reformed,23.0
131210027,H,children_under_10,69.0
131210027,H,undemployed,34.0
131210013,M,worker_1st_sector,2.0
131210013,M,worker_2nd_sector,10.0
131210013,M,worker_3rd_sector,188.0
131210013,M,autonomous_or_employer,37.0
131210013,M,students_age_10_14,9.0
131210013,M,students_age_15_19,11.0
131210013,M,students_age_20_24,17.0
131210013,M,housestay,16.0
131210013,M,reformed,151.0
131210013,M,children_under_10,31.0
131210013,M,undemployed,77.0
131210013,H,worker_1st_sector,2.0
131210013,H,worker_2nd_sector,35.0
131210013,H,worker_3rd_sector,156.0
131210013,H,autonomous_or_employer,21.0
131210013,H,students_age_10_14,9.0
131210013,H,students_age_15_19,16.0
131210013,H,students_age_20_24,23.0
131210013,H,housestay,0.0
131210013,H,reformed,114.0
131210013,H,children_under_10,30.0
131210013,H,undemployed,75.0
131218016,M,worker_1st_sector,1.0
131218016,M,worker_2nd_sector,10.0
131218016,M,worker_3rd_sector,186.0
131218016,M,autonomous_or_employer,22.0
131218016,M,students_age_10_14,7.0
131218016,M,students_age_15_19,8.0
131218016,M,students_age_20_24,15.0
131218016,M,housestay,22.0
131218016,M,reformed,171.0
131218016,M,children_under_10,28.0
131218016,M,undemployed,50.0
131218016,H,worker_1st_sector,2.0
131218016,H,worker_2nd_sector,27.0
131218016,H,worker_3rd_sector,166.0
131218016,H,autonomous_or_employer,19.0
131218016,H,students_age_10_14,8.0
131218016,H,students_age_15_19,6.0
131218016,H,students_age_20_24,10.0
131218016,H,housestay,1.0
131218016,H,reformed,84.0
131218016,H,children_under_10,33.0
131218016,H,undemployed,36.0
131217005,M,worker_1st_sector,0.0
131217005,M,worker_2nd_sector,12.0
131217005,M,worker_3rd_sector,183.0
131217005,M,autonomous_or_employer,15.0
131217005,M,students_age_10_14,8.0
131217005,M,students_age_15_19,9.0
131217005,M,students_age_20_24,8.0
131217005,M,housestay,13.0
131217005,M,reformed,92.0
131217005,M,children_under_10,23.0
131217005,M,undemployed,58.0
131217005,H,worker_1st_sector,1.0
131217005,H,worker_2nd_sector,21.0
131217005,H,worker_3rd_sector,157.0
131217005,H,autonomous_or_employer,12.0
131217005,H,students_age_10_14,2.0
131217005,H,students_age_15_19,3.0
131217005,H,students_age_20_24,9.0
131217005,H,housestay,0.0
131217005,H,reformed,66.0
131217005,H,children_under_10,49.0
131217005,H,undemployed,35.0
131211025,M,worker_1st_sector,0.0
131211025,M,worker_2nd_sector,11.0
131211025,M,worker_3rd_sector,236.0
131211025,M,autonomous_or_employer,36.0
131211025,M,students_age_10_14,16.0
131211025,M,students_age_15_19,21.0
131211025,M,students_age_20_24,25.0
131211025,M,housestay,29.0
131211025,M,reformed,274.0
131211025,M,children_under_10,65.0
131211025,M,undemployed,90.0
131211025,H,worker_1st_sector,0.0
131211025,H,worker_2nd_sector,41.0
131211025,H,worker_3rd_sector,194.0
131211025,H,autonomous_or_employer,36.0
131211025,H,students_age_10_14,20.0
131211025,H,students_age_15_19,25.0
131211025,H,students_age_20_24,28.0
131211025,H,housestay,0.0
131211025,H,reformed,149.0
131211025,H,children_under_10,56.0
131211025,H,undemployed,95.0
131203018,M,worker_1st_sector,2.0
131203018,M,worker_2nd_sector,19.0
131203018,M,worker_3rd_sector,191.0
131203018,M,autonomous_or_employer,70.0
131203018,M,students_age_10_14,16.0
131203018,M,students_age_15_19,19.0
131203018,M,students_age_20_24,16.0
131203018,M,housestay,43.0
131203018,M,reformed,238.0
131203018,M,children_under_10,72.0
131203018,M,undemployed,141.0
131203018,H,worker_1st_sector,1.0
131203018,H,worker_2nd_sector,56.0
131203018,H,worker_3rd_sector,141.0
131203018,H,autonomous_or_employer,79.0
131203018,H,students_age_10_14,17.0
131203018,H,students_age_15_19,20.0
131203018,H,students_age_20_24,23.0
131203018,H,housestay,7.0
131203018,H,reformed,151.0
131203018,H,children_under_10,53.0
131203018,H,undemployed,125.0
131211015,M,worker_1st_sector,2.0
131211015,M,worker_2nd_sector,24.0
131211015,M,worker_3rd_sector,306.0
131211015,M,autonomous_or_employer,24.0
131211015,M,students_age_10_14,17.0
131211015,M,students_age_15_19,13.0
131211015,M,students_age_20_24,21.0
131211015,M,housestay,18.0
131211015,M,reformed,117.0
131211015,M,children_under_10,55.0
131211015,M,undemployed,57.0
131211015,H,worker_1st_sector,1.0
131211015,H,worker_2nd_sector,39.0
131211015,H,worker_3rd_sector,249.0
131211015,H,autonomous_or_employer,14.0
131211015,H,students_age_10_14,11.0
131211015,H,students_age_15_19,20.0
131211015,H,students_age_20_24,18.0
131211015,H,housestay,0.0
131211015,H,reformed,69.0
131211015,H,children_under_10,61.0
131211015,H,undemployed,45.0
131202009,M,worker_1st_sector,0.0
131202009,M,worker_2nd_sector,7.0
131202009,M,worker_3rd_sector,142.0
131202009,M,autonomous_or_employer,28.0
131202009,M,students_age_10_14,4.0
131202009,M,students_age_15_19,4.0
131202009,M,students_age_20_24,8.0
131202009,M,housestay,16.0
131202009,M,reformed,136.0
131202009,M,children_under_10,17.0
131202009,M,undemployed,50.0
131202009,H,worker_1st_sector,0.0
131202009,H,worker_2nd_sector,23.0
131202009,H,worker_3rd_sector,136.0
131202009,H,autonomous_or_employer,19.0
131202009,H,students_age_10_14,6.0
131202009,H,students_age_15_19,8.0
131202009,H,students_age_20_24,10.0
131202009,H,housestay,1.0
131202009,H,reformed,76.0
131202009,H,children_under_10,11.0
131202009,H,undemployed,58.0
131210030,M,worker_1st_sector,2.0
131210030,M,worker_2nd_sector,15.0
131210030,M,worker_3rd_sector,139.0
131210030,M,autonomous_or_employer,26.0
131210030,M,students_age_10_14,10.0
131210030,M,students_age_15_19,15.0
131210030,M,students_age_20_24,32.0
131210030,M,housestay,12.0
131210030,M,reformed,119.0
131210030,M,children_under_10,31.0
131210030,M,undemployed,85.0
131210030,H,worker_1st_sector,0.0
131210030,H,worker_2nd_sector,42.0
131210030,H,worker_3rd_sector,104.0
131210030,H,autonomous_or_employer,21.0
131210030,H,students_age_10_14,16.0
131210030,H,students_age_15_19,17.0
131210030,H,students_age_20_24,32.0
131210030,H,housestay,0.0
131210030,H,reformed,68.0
131210030,H,children_under_10,30.0
131210030,H,undemployed,82.0
131210024,M,worker_1st_sector,0.0
131210024,M,worker_2nd_sector,11.0
131210024,M,worker_3rd_sector,133.0
131210024,M,autonomous_or_employer,19.0
131210024,M,students_age_10_14,6.0
131210024,M,students_age_15_19,10.0
131210024,M,students_age_20_24,18.0
131210024,M,housestay,20.0
131210024,M,reformed,130.0
131210024,M,children_under_10,21.0
131210024,M,undemployed,65.0
131210024,H,worker_1st_sector,0.0
131210024,H,worker_2nd_sector,30.0
131210024,H,worker_3rd_sector,86.0
131210024,H,autonomous_or_employer,20.0
131210024,H,students_age_10_14,9.0
131210024,H,students_age_15_19,8.0
131210024,H,students_age_20_24,8.0
131210024,H,housestay,1.0
131210024,H,reformed,75.0
131210024,H,children_under_10,29.0
131210024,H,undemployed,55.0
131202025,M,worker_1st_sector,1.0
131202025,M,worker_2nd_sector,13.0
131202025,M,worker_3rd_sector,159.0
131202025,M,autonomous_or_employer,17.0
131202025,M,students_age_10_14,5.0
131202025,M,students_age_15_19,12.0
131202025,M,students_age_20_24,8.0
131202025,M,housestay,11.0
131202025,M,reformed,119.0
131202025,M,children_under_10,18.0
131202025,M,undemployed,48.0
131202025,H,worker_1st_sector,0.0
131202025,H,worker_2nd_sector,28.0
131202025,H,worker_3rd_sector,154.0
131202025,H,autonomous_or_employer,14.0
131202025,H,students_age_10_14,5.0
131202025,H,students_age_15_19,7.0
131202025,H,students_age_20_24,11.0
131202025,H,housestay,1.0
131202025,H,reformed,68.0
131202025,H,children_under_10,24.0
131202025,H,undemployed,32.0
131202027,M,worker_1st_sector,1.0
131202027,M,worker_2nd_sector,12.0
131202027,M,worker_3rd_sector,124.0
131202027,M,autonomous_or_employer,17.0
131202027,M,students_age_10_14,6.0
131202027,M,students_age_15_19,4.0
131202027,M,students_age_20_24,6.0
131202027,M,housestay,12.0
131202027,M,reformed,110.0
131202027,M,children_under_10,9.0
131202027,M,undemployed,47.0
131202027,H,worker_1st_sector,0.0
131202027,H,worker_2nd_sector,29.0
131202027,H,worker_3rd_sector,119.0
131202027,H,autonomous_or_employer,10.0
131202027,H,students_age_10_14,2.0
131202027,H,students_age_15_19,6.0
131202027,H,students_age_20_24,6.0
131202027,H,housestay,3.0
131202027,H,reformed,53.0
131202027,H,children_under_10,17.0
131202027,H,undemployed,36.0
131217016,M,worker_1st_sector,1.0
131217016,M,worker_2nd_sector,10.0
131217016,M,worker_3rd_sector,104.0
131217016,M,autonomous_or_employer,14.0
131217016,M,students_age_10_14,3.0
131217016,M,students_age_15_19,9.0
131217016,M,students_age_20_24,10.0
131217016,M,housestay,10.0
131217016,M,reformed,71.0
131217016,M,children_under_10,19.0
131217016,M,undemployed,21.0
131217016,H,worker_1st_sector,1.0
131217016,H,worker_2nd_sector,23.0
131217016,H,worker_3rd_sector,90.0
131217016,H,autonomous_or_employer,10.0
131217016,H,students_age_10_14,3.0
131217016,H,students_age_15_19,2.0
131217016,H,students_age_20_24,5.0
131217016,H,housestay,1.0
131217016,H,reformed,51.0
131217016,H,children_under_10,17.0
131217016,H,undemployed,32.0
131202022,M,worker_1st_sector,1.0
131202022,M,worker_2nd_sector,6.0
131202022,M,worker_3rd_sector,126.0
131202022,M,autonomous_or_employer,21.0
131202022,M,students_age_10_14,5.0
131202022,M,students_age_15_19,5.0
131202022,M,students_age_20_24,5.0
131202022,M,housestay,12.0
131202022,M,reformed,112.0
131202022,M,children_under_10,25.0
131202022,M,undemployed,41.0
131202022,H,worker_1st_sector,2.0
131202022,H,worker_2nd_sector,26.0
131202022,H,worker_3rd_sector,100.0
131202022,H,autonomous_or_employer,15.0
131202022,H,students_age_10_14,5.0
131202022,H,students_age_15_19,7.0
131202022,H,students_age_20_24,6.0
131202022,H,housestay,3.0
131202022,H,reformed,67.0
131202022,H,children_under_10,20.0
131202022,H,undemployed,32.0
131218023,M,worker_1st_sector,0.0
131218023,M,worker_2nd_sector,13.0
131218023,M,worker_3rd_sector,182.0
131218023,M,autonomous_or_employer,14.0
131218023,M,students_age_10_14,7.0
131218023,M,students_age_15_19,7.0
131218023,M,students_age_20_24,12.0
131218023,M,housestay,12.0
131218023,M,reformed,120.0
131218023,M,children_under_10,23.0
131218023,M,undemployed,44.0
131218023,H,worker_1st_sector,0.0
131218023,H,worker_2nd_sector,33.0
131218023,H,worker_3rd_sector,131.0
131218023,H,autonomous_or_employer,17.0
131218023,H,students_age_10_14,10.0
131218023,H,students_age_15_19,8.0
131218023,H,students_age_20_24,7.0
131218023,H,housestay,0.0
131218023,H,reformed,91.0
131218023,H,children_under_10,24.0
131218023,H,undemployed,51.0
131217037,M,worker_1st_sector,0.0
131217037,M,worker_2nd_sector,6.0
131217037,M,worker_3rd_sector,100.0
131217037,M,autonomous_or_employer,17.0
131217037,M,students_age_10_14,2.0
131217037,M,students_age_15_19,3.0
131217037,M,students_age_20_24,4.0
131217037,M,housestay,4.0
131217037,M,reformed,81.0
131217037,M,children_under_10,15.0
131217037,M,undemployed,42.0
131217037,H,worker_1st_sector,0.0
131217037,H,worker_2nd_sector,27.0
131217037,H,worker_3rd_sector,87.0
131217037,H,autonomous_or_employer,21.0
131217037,H,students_age_10_14,3.0
131217037,H,students_age_15_19,4.0
131217037,H,students_age_20_24,3.0
131217037,H,housestay,0.0
131217037,H,reformed,58.0
131217037,H,children_under_10,15.0
131217037,H,undemployed,39.0
131217045,M,worker_1st_sector,0.0
131217045,M,worker_2nd_sector,15.0
131217045,M,worker_3rd_sector,214.0
131217045,M,autonomous_or_employer,30.0
131217045,M,students_age_10_14,7.0
131217045,M,students_age_15_19,14.0
131217045,M,students_age_20_24,13.0
131217045,M,housestay,18.0
131217045,M,reformed,152.0
131217045,M,children_under_10,44.0
131217045,M,undemployed,60.0
131217045,H,worker_1st_sector,0.0
131217045,H,worker_2nd_sector,44.0
131217045,H,worker_3rd_sector,197.0
131217045,H,autonomous_or_employer,30.0
131217045,H,students_age_10_14,10.0
131217045,H,students_age_15_19,13.0
131217045,H,students_age_20_24,11.0
131217045,H,housestay,0.0
131217045,H,reformed,95.0
131217045,H,children_under_10,35.0
131217045,H,undemployed,74.0
131217007,M,worker_1st_sector,0.0
131217007,M,worker_2nd_sector,12.0
131217007,M,worker_3rd_sector,208.0
131217007,M,autonomous_or_employer,12.0
131217007,M,students_age_10_14,6.0
131217007,M,students_age_15_19,7.0
131217007,M,students_age_20_24,17.0
131217007,M,housestay,14.0
131217007,M,reformed,156.0
131217007,M,children_under_10,37.0
131217007,M,undemployed,64.0
131217007,H,worker_1st_sector,0.0
131217007,H,worker_2nd_sector,22.0
131217007,H,worker_3rd_sector,184.0
131217007,H,autonomous_or_employer,16.0
131217007,H,students_age_10_14,9.0
131217007,H,students_age_15_19,9.0
131217007,H,students_age_20_24,16.0
131217007,H,housestay,1.0
131217007,H,reformed,91.0
131217007,H,children_under_10,34.0
131217007,H,undemployed,48.0
131203003,M,worker_1st_sector,0.0
131203003,M,worker_2nd_sector,9.0
131203003,M,worker_3rd_sector,134.0
131203003,M,autonomous_or_employer,46.0
131203003,M,students_age_10_14,6.0
131203003,M,students_age_15_19,13.0
131203003,M,students_age_20_24,17.0
131203003,M,housestay,23.0
131203003,M,reformed,209.0
131203003,M,children_under_10,41.0
131203003,M,undemployed,126.0
131203003,H,worker_1st_sector,1.0
131203003,H,worker_2nd_sector,42.0
131203003,H,worker_3rd_sector,94.0
131203003,H,autonomous_or_employer,40.0
131203003,H,students_age_10_14,7.0
131203003,H,students_age_15_19,4.0
131203003,H,students_age_20_24,7.0
131203003,H,housestay,2.0
131203003,H,reformed,121.0
131203003,H,children_under_10,51.0
131203003,H,undemployed,125.0
131210036,M,worker_1st_sector,0.0
131210036,M,worker_2nd_sector,23.0
131210036,M,worker_3rd_sector,205.0
131210036,M,autonomous_or_employer,35.0
131210036,M,students_age_10_14,9.0
131210036,M,students_age_15_19,10.0
131210036,M,students_age_20_24,12.0
131210036,M,housestay,20.0
131210036,M,reformed,162.0
131210036,M,children_under_10,40.0
131210036,M,undemployed,61.0
131210036,H,worker_1st_sector,0.0
131210036,H,worker_2nd_sector,43.0
131210036,H,worker_3rd_sector,177.0
131210036,H,autonomous_or_employer,32.0
131210036,H,students_age_10_14,6.0
131210036,H,students_age_15_19,9.0
131210036,H,students_age_20_24,11.0
131210036,H,housestay,2.0
131210036,H,reformed,96.0
131210036,H,children_under_10,48.0
131210036,H,undemployed,41.0
131218025,M,worker_1st_sector,2.0
131218025,M,worker_2nd_sector,18.0
131218025,M,worker_3rd_sector,155.0
131218025,M,autonomous_or_employer,24.0
131218025,M,students_age_10_14,10.0
131218025,M,students_age_15_19,12.0
131218025,M,students_age_20_24,16.0
131218025,M,housestay,32.0
131218025,M,reformed,127.0
131218025,M,children_under_10,30.0
131218025,M,undemployed,59.0
131218025,H,worker_1st_sector,4.0
131218025,H,worker_2nd_sector,39.0
131218025,H,worker_3rd_sector,123.0
131218025,H,autonomous_or_employer,30.0
131218025,H,students_age_10_14,6.0
131218025,H,students_age_15_19,11.0
131218025,H,students_age_20_24,14.0
131218025,H,housestay,3.0
131218025,H,reformed,90.0
131218025,H,children_under_10,33.0
131218025,H,undemployed,55.0
131218022,M,worker_1st_sector,1.0
131218022,M,worker_2nd_sector,21.0
131218022,M,worker_3rd_sector,219.0
131218022,M,autonomous_or_employer,23.0
131218022,M,students_age_10_14,13.0
131218022,M,students_age_15_19,20.0
131218022,M,students_age_20_24,22.0
131218022,M,housestay,25.0
131218022,M,reformed,187.0
131218022,M,children_under_10,42.0
131218022,M,undemployed,55.0
131218022,H,worker_1st_sector,1.0
131218022,H,worker_2nd_sector,45.0
131218022,H,worker_3rd_sector,207.0
131218022,H,autonomous_or_employer,34.0
131218022,H,students_age_10_14,10.0
131218022,H,students_age_15_19,10.0
131218022,H,students_age_20_24,18.0
131218022,H,housestay,2.0
131218022,H,reformed,137.0
131218022,H,children_under_10,55.0
131218022,H,undemployed,64.0
131218014,M,worker_1st_sector,0.0
131218014,M,worker_2nd_sector,22.0
131218014,M,worker_3rd_sector,278.0
131218014,M,autonomous_or_employer,26.0
131218014,M,students_age_10_14,18.0
131218014,M,students_age_15_19,20.0
131218014,M,students_age_20_24,15.0
131218014,M,housestay,21.0
131218014,M,reformed,115.0
131218014,M,children_under_10,67.0
131218014,M,undemployed,88.0
131218014,H,worker_1st_sector,3.0
131218014,H,worker_2nd_sector,53.0
131218014,H,worker_3rd_sector,236.0
131218014,H,autonomous_or_employer,23.0
131218014,H,students_age_10_14,14.0
131218014,H,students_age_15_19,16.0
131218014,H,students_age_20_24,15.0
131218014,H,housestay,0.0
131218014,H,reformed,78.0
131218014,H,children_under_10,68.0
131218014,H,undemployed,68.0
131217020,M,worker_1st_sector,0.0
131217020,M,worker_2nd_sector,9.0
131217020,M,worker_3rd_sector,140.0
131217020,M,autonomous_or_employer,23.0
131217020,M,students_age_10_14,3.0
131217020,M,students_age_15_19,2.0
131217020,M,students_age_20_24,9.0
131217020,M,housestay,14.0
131217020,M,reformed,172.0
131217020,M,children_under_10,11.0
131217020,M,undemployed,34.0
131217020,H,worker_1st_sector,0.0
131217020,H,worker_2nd_sector,30.0
131217020,H,worker_3rd_sector,118.0
131217020,H,autonomous_or_employer,18.0
131217020,H,students_age_10_14,2.0
131217020,H,students_age_15_19,8.0
131217020,H,students_age_20_24,13.0
131217020,H,housestay,0.0
131217020,H,reformed,89.0
131217020,H,children_under_10,24.0
131217020,H,undemployed,42.0
131210038,M,worker_1st_sector,0.0
131210038,M,worker_2nd_sector,12.0
131210038,M,worker_3rd_sector,186.0
131210038,M,autonomous_or_employer,29.0
131210038,M,students_age_10_14,11.0
131210038,M,students_age_15_19,7.0
131210038,M,students_age_20_24,14.0
131210038,M,housestay,16.0
131210038,M,reformed,145.0
131210038,M,children_under_10,26.0
131210038,M,undemployed,74.0
131210038,H,worker_1st_sector,0.0
131210038,H,worker_2nd_sector,28.0
131210038,H,worker_3rd_sector,143.0
131210038,H,autonomous_or_employer,20.0
131210038,H,students_age_10_14,10.0
131210038,H,students_age_15_19,6.0
131210038,H,students_age_20_24,12.0
131210038,H,housestay,1.0
131210038,H,reformed,80.0
131210038,H,children_under_10,30.0
131210038,H,undemployed,51.0
